Cited in,Work_id,Title,First author,First author id,Institution name,Affiliation 
https://openalex.org/W3106016258,https://openalex.org/W2137902085,Sub-Micrometer Charge Modulation Microscopy of a High Mobility Polymeric n-Channel Field-Effect Transistor,Calogero Sciascia,https://openalex.org/A5000826349,Center for Nano Science and Technology,"['Center for Nano Science and Technology @PoliMi, Istituto Italiano di Tecnologia, Via Pascoli 70/3, 20133 Milano, Italy']"
https://openalex.org/W3106016258,https://openalex.org/W2141008036,Organic Field-Effect Transistors,Gilles Horowitz,https://openalex.org/A5064881341,error,[]
https://openalex.org/W3106016258,https://openalex.org/W2157866373,Unidirectional coating technology for organic field-effect transistors: materials and methods,Huabin Sun,https://openalex.org/A5036300634,Collaborative Innovation Center of Advanced Microstructures,"['School of Electronic Science and Engineering, Collaborative Center of Advanced Microstructures, National Laboratory of Solid-State Microstructures, Nanjing University, Nanjing 210093, People’s Republic of China']"
https://openalex.org/W3106016258,https://openalex.org/W2159355928,The Spectral Signatures of Frenkel Polarons in H- and J-Aggregates,Frank C. Spano,https://openalex.org/A5061558119,Temple University,"['Department of Chemistry, Temple University, Philadelphia, Pennsylvania 19122']"
https://openalex.org/W3106016258,https://openalex.org/W2160494719,A molecular design principle of lyotropic liquid-crystalline conjugated polymers with directed alignment capability for plastic electronics,Bong-Gi Kim,https://openalex.org/A5045310865,University of Michigan–Ann Arbor,"['Macromolecular Science and Engineering, University of Michigan, Ann Arbor, Michigan 48109, USA']"
https://openalex.org/W3106016258,https://openalex.org/W2165425142,Unification of trap-limited electron transport in semiconducting polymers,Herman T. Nicolai,https://openalex.org/A5052520989,University of Groningen,"['Molecular Electronics, Zernike Institute for Advanced Materials, University of Groningen, Nijenborgh 4, 9747 AG, Groningen, The Netherlands']"
https://openalex.org/W3106016258,https://openalex.org/W2167088931,Ultra-high mobility transparent organic thin film transistors grown by an off-centre spin-coating method,Yongbo Yuan,https://openalex.org/A5011729462,University of Nebraska–Lincoln,"['Department of Mechanical and Materials Engineering and Nebraska Center for Materials and Nanoscience, University of Nebraska-Lincoln, Lincoln, 68588-0656, Nebraska, USA']"
https://openalex.org/W3106016258,https://openalex.org/W2168036745,Structural Changes Accompanying Intramolecular Electron Transfer: Focus on Twisted Intramolecular Charge-Transfer States and Structures,Zbigniew R. Grabowski,https://openalex.org/A5090176145,Jan Kochanowski University,"['Institute of Physical Chemistry, Polish Academy of Sciences, Warsaw, Poland, and Institute of Chemistry, Akademia Świȩtokrzyska, Chȩcińska 5, 25-020 Kielce, Poland']"
https://openalex.org/W3106016258,https://openalex.org/W2252665526,Precisely Controlled Ultrathin Conjugated Polymer Films for Large Area Transparent Transistors and Highly Sensitive Chemical Sensors,Dongyoon Khim,https://openalex.org/A5071725303,Dongguk University,"['Department of Energy and Materials Engineering, Dongguk University, 30 Pildong-ro, 1-gil, Jung-gu, Seoul, 04620 Republic of Korea', 'Present address: Department of Physics and Centre for Plastic Electronics, Blackett Laboratory, Imperial College London, London, SW7 2AZ, UK']"
https://openalex.org/W3106016258,https://openalex.org/W2273029215,Macroscopic and high-throughput printing of aligned nanostructured polymer semiconductors for MHz large-area electronics,Sadir Gabriele Bucella,https://openalex.org/A5075964093,Center for Nano Science and Technology,"['Center for Nano Science and Technology @PoliMi, Istituto Italiano di Tecnologia, Via Pascoli 70/3, Milano, 20133, Italy']"
https://openalex.org/W3106016258,https://openalex.org/W2292293051,"Photo- and electroluminescence of ambipolar, high-mobility, donor-acceptor polymers",Martin Held,https://openalex.org/A5013204671,Heidelberg University,"['Universität Heidelberg, Institute for Physical Chemistry, 69120 Heidelberg, Germany']"
https://openalex.org/W3106016258,https://openalex.org/W2298364254,Direct Uniaxial Alignment of a Donor–Acceptor Semiconducting Polymer Using Single-Step Solution Shearing,Leo Shaw,https://openalex.org/A5010820593,Stanford University,"['Department\rof Chemical Engineering, Stanford University, Stanford, California 94305, United States']"
https://openalex.org/W3106016258,https://openalex.org/W2312551585,"Absorption, Circular Dichroism, and Photoluminescence in Perylene Diimide Bichromophores: Polarization-Dependent H- and J-Aggregate Behavior",Kurt A. Kistler,https://openalex.org/A5044971113,Pennsylvania State University,"['Department of Chemistry, Pennsylvania State University, Brandywine Campus Media, Pennsylvania 19063, United States']"
https://openalex.org/W3106016258,https://openalex.org/W2318523723,Electron and hole polaron accumulation in low-bandgap ambipolar donor-acceptor polymer transistors imaged by infrared microscopy,Omar Khatib,https://openalex.org/A5022100994,"University of California, San Diego","['Department of Physics, University of California, San Diego, La Jolla, California 92093, USA']"
https://openalex.org/W3106016258,https://openalex.org/W2319804123,High-Temperature Rubbing: A Versatile Method to Align π-Conjugated Polymers without Alignment Substrate,Laure Biniek,https://openalex.org/A5005804426,Institut Charles Sadron,"['Institut\rCharles Sadron, CNRS- Université de Strasbourg, 23 rue\rdu loess, 67034, Strasbourg, France']"
https://openalex.org/W3106016258,https://openalex.org/W2323282278,Dependence of Crystallite Formation and Preferential Backbone Orientations on the Side Chain Pattern in PBDTTPD Polymers,Abdulrahman El Labban,https://openalex.org/A5010318065,King Abdullah University of Science and Technology,['King Abdullah University of Science and Technology']
https://openalex.org/W3106016258,https://openalex.org/W2325816149,Simultaneous Control over both Molecular Order and Long-Range Alignment in Films of the Donor–Acceptor Copolymer,Haiyang Wang,https://openalex.org/A5100438270,State Key Laboratory of Polymer Physics and Chemistry,"[""State Key Laboratory of Polymer Physics and Chemistry, Changchun Institute of Applied Chemistry, Chinese Academy of Sciences, 5625 Renmin Street,Changchun 130022,People's Republic of China""]"
https://openalex.org/W3106016258,https://openalex.org/W2326390995,"The Role of Regioregularity, Crystallinity, and Chain Orientation on Electron Transport in a High-Mobility n-Type Copolymer",Robert Steyrleuthner,https://openalex.org/A5073299286,University of Potsdam,"['Institut\rfür Physik und Astronomie, Universität Potsdam, Karl-Liebknecht-Str.\r24-25, 14476 Potsdam, Germany']"
https://openalex.org/W3106016258,https://openalex.org/W2326956512,"HJ-Aggregate Behavior of Crystalline 7,8,15,16-Tetraazaterrylene: Introducing a New Design Paradigm for Organic Materials",H. Yamagata,https://openalex.org/A5045137349,Temple University,"['Department\rof Chemistry, Temple University, Philadelphia, Pennsylvania 19122, United States']"
https://openalex.org/W3106016258,https://openalex.org/W2330749018,Quantum-Chemical Insights into the Prediction of Charge Transport Parameters for a Naphthalenetetracarboxydiimide-Based Copolymer with Enhanced Electron Mobility,Daniele Fazzi,https://openalex.org/A5034082492,Center for Nano Science and Technology,"['Center for Nano Science and Technology @ PoliMi, Istituto Italiano di Tecnologia, Via Pascoli 70/3, 20133 Milano, Italy']"
https://openalex.org/W3106016258,https://openalex.org/W2337771521,High-Performance Organic Field-Effect Transistors with Directionally Aligned Conjugated Polymer Film Deposited from Pre-Aggregated Solution,Nam-Koo Kim,https://openalex.org/A5045709826,Gwangju Institute of Science and Technology,[]
https://openalex.org/W3106016258,https://openalex.org/W2347884365,Exploring the origin of high optical absorption in conjugated polymers,Michelle S. Vezie,https://openalex.org/A5008368914,Imperial College London,"['Centre for Plastic Electronics and Department of Physics, Imperial College London, Prince Consort Road, London SW7 2AZ, UK']"
https://openalex.org/W3106016258,https://openalex.org/W2392659847,Remarkable enhancement of charge carrier mobility of conjugated polymer field-effect transistors upon incorporating an ionic additive,Hongjie Luo,https://openalex.org/A5054722889,Beijing National Laboratory for Molecular Sciences,"['Beijing National Laboratory for Molecular Sciences, Organic Solids Laboratory, Institute of Chemistry, Chinese Academy of Sciences, Beijing 100190, China.']"
https://openalex.org/W3106016258,https://openalex.org/W2404045298,High‐Mobility Naphthalene Diimide and Selenophene‐Vinylene‐Selenophene‐Based Conjugated Polymer: n‐Channel Organic Field‐Effect Transistors and Structure–Property Relationship,Min Jae Sung,https://openalex.org/A5055469177,Gyeongsang National University,"['School of Materials Science & Engineering and ERI, Gyeongsang National University, 501 Jinju Daero, Jinju, 660-701 South Korea']"
https://openalex.org/W3106016258,https://openalex.org/W2517058404,Polarized Absorption in Crystalline Pentacene: Theory vs Experiment,Nicholas J. Hestand,https://openalex.org/A5061801939,Temple University,"['Department\rof Chemistry, Temple University, Philadelphia, Pennsylvania 19122, United States']"
https://openalex.org/W3106016258,https://openalex.org/W2564647023,Ambipolar charge distribution in donor–acceptor polymer field-effect transistors,Xin Yu Chin,https://openalex.org/A5047472603,Nanyang Technological University,"['Division of Physics and Applied Physics, School of Physical and Mathematical Sciences, Nanyang Technological University, 21 Nanyang Link, Singapore 637371', 'Nanyang Technological University', 'School of Physical and Mathematical Sciences', 'Singapore 637371']"
https://openalex.org/W3106016258,https://openalex.org/W2580273561,A Role of Side-Chain Regiochemistry of Thienylene–Vinylene–Thienylene (TVT) in the Transistor Performance of Isomeric Polymers,So‐Huei Kang,https://openalex.org/A5076725763,Ulsan National Institute of Science and Technology,"['Department\rof Energy Engineering, School of Energy and Chemical Engineering,\rPerovtronics Research Center, Low Dimensional Carbon Materials Center, Ulsan National Institute of Science and Technology (UNIST), 50 UNIST-gil, Ulju-gun, Ulsan 44919, South Korea']"
https://openalex.org/W3106016258,https://openalex.org/W2588212695,Enhanced Davydov Splitting in Crystals of a Perylene Diimide Derivative,Ashli Austin,https://openalex.org/A5027650150,Lafayette College,"['Department\rof Chemistry, Lafayette College, Easton, Pennsylvania 18042, United States']"
https://openalex.org/W3106016258,https://openalex.org/W2603654426,Regioregular narrow-bandgap-conjugated polymers for plastic electronics,Lei Ying,https://openalex.org/A5041923029,South China University of Technology,"['State Key Laboratory of Luminescent Materials and Devices, Institute of Polymer Optoelectronic Materials and Devices, South China University of Technology, Guangzhou, 510640, China']"
https://openalex.org/W3106016258,https://openalex.org/W2622630909,Effect of pre-aggregation in conjugated polymer solution on performance of diketopyrrolopyrrole-based organic field-effect transistors,Melaku Dereje Mamo,https://openalex.org/A5020957870,Dongguk University,"['Department of Energy and Materials Engineering, Dongguk University, 30 Pildong-ro, 1-gil, Jung-gu, Seoul 04620, Republic of Korea']"
https://openalex.org/W3106016258,https://openalex.org/W2747990313,Influence of Simultaneous Tuning of Molecular Weights and Alkyl Substituents of Poly(thienoisoindigo-<i>alt</i>-naphthalene)s on Morphology and Change Transport Properties,Hye Jin Cho,https://openalex.org/A5020324093,Ulsan National Institute of Science and Technology,[]
https://openalex.org/W3106016258,https://openalex.org/W2799566423,Expanded Theory of H- and J-Molecular Aggregates: The Effects of Vibronic Coupling and Intermolecular Charge Transfer,Nicholas J. Hestand,https://openalex.org/A5061801939,Temple University,"['Department of Chemistry, Temple University, Philadelphia, Pennsylvania 19122, United States']"
https://openalex.org/W3117664348,https://openalex.org/W1590264442,"Raman Spectroscopy: Principles, Bene.ts, and Applications",Melissa M. Mariani,https://openalex.org/A5103492475,Icahn School of Medicine at Mount Sinai,"['Mount Sinai School of Medicine, Department of Developmental & Regenerative Biology, One Gustave L. Levy Place, New York, NY 10029, USA']"
https://openalex.org/W3117664348,https://openalex.org/W1886046708,Epilepsy Treatment: Controlling Epileptiform Activity with Organic Electronic Ion Pumps (Adv. Mater. 20/2015),Adam Williamson,https://openalex.org/A5012563992,Aix-Marseille Université,"['Aix Marseille Université INS, UMR_S 1106  13005 Marseille France', 'Inserm UMR_S 1106  13005 Marseille France']"
https://openalex.org/W3117664348,https://openalex.org/W1965434391,Electrochromic organic and polymeric materials for display applications,Roger J. Mortimer,https://openalex.org/A5003203843,University of Florida,"['The George and Josephine Butler Polymer Research Laboratory, Department of Chemistry, Center for Macromolecular Sciences and Engineering, University of Florida, Gainesville, FL 32611, USA']"
https://openalex.org/W3117664348,https://openalex.org/W1972277019,In vivo recordings of brain activity using organic transistors,Dion Khodagholy,https://openalex.org/A5010668757,Mines Saint-Étienne,"['Ecole Nationale Supérieure des Mines de Saint-Etienne, Centre Microélectronique de Provence (EMSE-CMP)']"
https://openalex.org/W3117664348,https://openalex.org/W1981192087,Structural Model of Regioregular Poly(3-hexylthiophene) Obtained by Electron Diffraction Analysis,Navaphun Kayunkid,https://openalex.org/A5001870558,Université de Strasbourg,"['Institut Charles Sadron, CNRS-Université de Strasbourg, 23 rue du Loess, 67034 Strasbourg, France']"
https://openalex.org/W3117664348,https://openalex.org/W1981696091,Conjugated Polymer Actuators for Biomedical Applications,Elisabeth Smela,https://openalex.org/A5088261669,error,[]
https://openalex.org/W3117664348,https://openalex.org/W1991557939,Evidence of a Novel Side Chain Structure in Regioregular Poly(3-alkylthiophenes),Ty J. Prosa,https://openalex.org/A5039416839,University of Wisconsin–Madison,"['Department of Physics, University of Wisconsin, Madison, Wisconsin 53706']"
https://openalex.org/W3117664348,https://openalex.org/W2003991218,Charge-transfer excitons in strongly coupled organic semiconductors,Jean‐François Glowe,https://openalex.org/A5065542811,Université de Montréal,"['UdeM - Université de Montréal (2900 Boulevard Edouard-Montpetit, Montréal, QC H3T 1J4 - Canada)']"
https://openalex.org/W3117664348,https://openalex.org/W2004515385,"Polarons, bipolarons, and solitons in conducting polymers",Jean‐Luc Brédas,https://openalex.org/A5021231690,error,['IBM']
https://openalex.org/W3117664348,https://openalex.org/W2008766615,The influence of the structural defects and microscopic aggregation of poly(3-alkylthiophenes) on electrochemical and optical properties of the polymer films: discussion of an origin of redox peaks in the cyclic voltammograms,Magdalena Skompska,https://openalex.org/A5050601645,University of Warsaw,"['Laboratory of Electrochemistry, Department of Chemistry, University of Warsaw, ul. Pasteura 1, 02 093 Warsaw, Poland']"
https://openalex.org/W3117664348,https://openalex.org/W2009456380,"In Situ Spectroelectrochemical Raman Studies of Poly(3,4-ethylenedioxythiophene) (PEDT)",S. Garreau,https://openalex.org/A5016489762,Institut des Matériaux Jean Rouxel,"['Laboratoire de Physique Cristalline, Institut des Matériaux de Nantes, B.P. 32229, 44322 Nantes Cedex 3, France']"
https://openalex.org/W3117664348,https://openalex.org/W2010302203,"Studies of dopant effects in poly(3,4-ethylenedi-oxythiophene) using Raman spectroscopy",William W. Chiu,https://openalex.org/A5041201111,University of Auckland,"['Polymer Electronics Research Centre, Department of Chemistry, The University of Auckland, Private Bag 92019, Auckland, New Zealand']"
https://openalex.org/W3117664348,https://openalex.org/W2012781661,Designing conducting polymer-based sensors: selective ionochromic response in crown ether-containing polythiophenes,Michael J. Marsella,https://openalex.org/A5053620260,error,[]
https://openalex.org/W3117664348,https://openalex.org/W2042707645,Organic Electrode Materials for Rechargeable Lithium Batteries,Yanliang Liang,https://openalex.org/A5043474041,Nankai University,"['Key Laboratory of Advanced Energy Materials Chemistry, (Ministry of Education), Chemistry College, Nankai University, Tianjin 300071, China.']"
https://openalex.org/W3117664348,https://openalex.org/W2043008793,Enzymatic sensing with organic electrochemical transistors,Daniel A. Bernards,https://openalex.org/A5075044871,Cornell University,"['Cornell University, Ithaca, NY, USA']"
https://openalex.org/W3117664348,https://openalex.org/W2044688936,Organic Electrochemical Transistors for Clinical Applications,P. Leleux,https://openalex.org/A5004485471,Mines Saint-Étienne,"['Department of Bioelectronics Ecole Nationale Supérieure des Mines  CMP‐EMSE, MOC 13541 Gardanne France', 'INSERM, UMR_S 1106, F‐13005 Marseille, France Aix‐Marseille Université  F‐13005 Marseille France', ""MicroVitae Technologies, Pôle d'Activité Y. Morandat  1480 rue d'Arménie 13120 Gardanne France""]"
https://openalex.org/W3117664348,https://openalex.org/W2048400654,Electrochemical properties of luminescent polymers and polymer light-emitting electrochemical cells,Yongfang Li,https://openalex.org/A5100694086,"University of California, Santa Barbara","['Institute for Polymers and Organic Solids, University of California at Santa Barbara, Santa Barbara, CA 93106-5090, USA']"
https://openalex.org/W3117664348,https://openalex.org/W2054810869,"A general relationship between disorder, aggregation and charge transport in conjugated polymers",Rodrigo Noriega,https://openalex.org/A5002553841,"University of California, Berkeley","['Department of Applied Physics, Stanford University, Stanford, California 94305, USA', 'Present addresses: Department of Chemistry, University of California Berkeley, 94720, USA (R.N.); Department of Bioelectronics, Ecole Nationale Supérieure des Mines, CMP-EMSE, MOC, 13541 Gardanne, France (J.R.),']"
https://openalex.org/W3117664348,https://openalex.org/W2059148518,Resonance Chemical Imaging of Polythiophene/Fullerene Photovoltaic Thin Films: Mapping Morphology-Dependent Aggregated and Unaggregated C═C Species,Yongqian Gao,https://openalex.org/A5100951626,University of New Mexico,"['Department of Chemistry and Chemical Biology, University of New Mexico, Albuquerque, New Mexico 87131']"
https://openalex.org/W3117664348,https://openalex.org/W2059263224,The organic electrochemical transistor for biological applications,Xenofon Strakosas,https://openalex.org/A5085890600,Mines Saint-Étienne,"['Department of Bioelectronics Ecole Nationale Supérieure des Mines CMP‐EMSE, MOC, 880 avenue de Mimet 13541 Gardanne France', 'Xenofon Strakosas and Manuelle Bongo contributed equally to this work.']"
https://openalex.org/W3117664348,https://openalex.org/W3103514251,Determining exciton bandwidth and film microstructure in polythiophene films using linear absorption spectroscopy,Jenny Clark,https://openalex.org/A5070060370,Politecnico di Milano,"['Politecnico di Milano 1 Dipartimento di Fisica, , Piazza Leonardo da Vinci, 32, Milano 20133, Italy']"
https://openalex.org/W3117664348,https://openalex.org/W2066620132,"Vibrational spectroscopy and structure of polymer electrolytes, poly(ethylene oxide) complexes of alkali metal salts",B. L. Papke,https://openalex.org/A5002212341,Northwestern University,"['Department of Chemistry and Materials Research Center, Northwestern University, Evanston, IL 60201, U.S.A.']"
https://openalex.org/W3117664348,https://openalex.org/W2072231531,"Highly conducting polyparaphenylene, polypyrrole, and polythiophene chains: An<i>ab initio</i>study of the geometry and electronic-structure modifications upon doping",Jean‐Luc Brédas,https://openalex.org/A5021231690,University of Namur,"['Laboratoire de Chimie Théorique Appliquée Facultés Universitaires Notre-Dame de la Paix rue de Bruxelles, 61 B-5000 Namur, Belgium']"
https://openalex.org/W3117664348,https://openalex.org/W2074546090,Tuning of the aqueous electroactivity of substituted poly(thiophene)s by ether groups,Jean Roncali,https://openalex.org/A5037633237,Centre National de la Recherche Scientifique,"['Laboratoire des Matériaux Moléculaires, CNRS ER 241, 2 rue Henry Dunant, 94320 Thiais France']"
https://openalex.org/W3117664348,https://openalex.org/W2078853455,Conducting-polymer-based supercapacitor devices and electrodes,Graeme A. Snook,https://openalex.org/A5007454868,CSIRO Manufacturing,"['CSIRO Process Science and Engineering, Box 312, Clayton South, Victoria 3169, Australia']"
https://openalex.org/W3117664348,https://openalex.org/W2092227202,Electrical conductivity in ionic complexes of poly(ethylene oxide),Peter V. Wright,https://openalex.org/A5103470073,University of Sheffield,"['Department of Ceramics, Glasses and Polymers, University of Sheffield S10 2TZ']"
https://openalex.org/W3117664348,https://openalex.org/W2094133943,The chemical and structural origin of efficient p-type doping in P3HT,Duc T. Duong,https://openalex.org/A5042854247,Stanford University,"['Department of Materials Science and Engineering Stanford University, Stanford CA 94305, USA']"
https://openalex.org/W3117664348,https://openalex.org/W2117881244,Electronic control of Ca2+ signalling in neuronal cells using an organic electronic ion pump,Joakim Isaksson,https://openalex.org/A5057559353,Linköping University,"['Department of Science and Technology, Campus Norrköping, Linköpings Universitet, SE-601 74 Norrköping, Sweden']"
https://openalex.org/W3117664348,https://openalex.org/W2120029574,"Buckled, Stretchable Polypyrrole Electrodes for Battery Applications",Caiyun Wang,https://openalex.org/A5100658468,University of Wollongong,"['ARC Centre of Excellence for Electromaterials Science, Intelligent Polymer Research Institute, University of Wollongong, NSW 2522, Australia']"
https://openalex.org/W3117664348,https://openalex.org/W2132826051,H- and J-Aggregate Behavior in Polymeric Semiconductors,Frank C. Spano,https://openalex.org/A5061558119,Temple University,"['Department of Chemistry, Temple University, Philadelphia, Pennsylvania 19122;']"
https://openalex.org/W3117664348,https://openalex.org/W2134249793,Printable All‐Organic Electrochromic Active‐Matrix Displays,Peter Andersson Ersman,https://openalex.org/A5068553326,Linköping University,"['ITN, Linköpings Universitet, 601 74 Norrköping (Sweden)']"
https://openalex.org/W3117664348,https://openalex.org/W2139364364,Dynamic Processes in Sandwich Polymer Light‐Emitting Electrochemical Cells,Stephan van Reenen,https://openalex.org/A5076221668,Eindhoven University of Technology,"['Department of Applied Physics, Eindhoven University of Technology, PO Box 513, 5600 MB, Eindhoven, The Netherlands']"
https://openalex.org/W3117664348,https://openalex.org/W2155999340,Exciton‐Charge Annihilation in Organic Semiconductor Films,Justin M. Hodgkiss,https://openalex.org/A5079771199,MacDiarmid Institute for Advanced Materials and Nanotechnology,"['Cavendish Laboratory, Department of Physics, University of Cambridge, Cambridge, CB3 0HE, UK', 'MacDiarmid Institute for Advanced, Materials and Nanotechnology, School of Chemical and Physical Sciences, Victoria University of Wellington, Wellington, PO Box 600, New Zealand']"
https://openalex.org/W3117664348,https://openalex.org/W2157059098,Pump-Probe Spectroscopy in Organic Semiconductors: Monitoring Fundamental Processes of Relevance in Optoelectronics,Juan Cabanillas‐González,https://openalex.org/A5011067692,Madrid Institute for Advanced Studies,"['Instituto Madrileño de Estudios Avanzados en Nanociencia, (IMDEA-Nanociencia), Cantoblanco, 28049–Madrid, Spain']"
https://openalex.org/W3117664348,https://openalex.org/W2158732141,Electrochromic devices based on soluble and processable dioxythiophene polymersElectronic supplementary information (ESI) available: details of the synthesis of PProDOT(CH2OC18H37)2 and PProDOT(CH2OEtHx)2 and their polymerization. See http://www.rsc.org/suppdata/jm/b3/b306365h/,Ali Çırpan,https://openalex.org/A5065417392,University of Florida,"['Department of Chemistry, Center for Macromolecular Sciences and Engineering, University of Florida, Gainesville, USA']"
https://openalex.org/W3117664348,https://openalex.org/W2159663024,Simultaneous Electronic and Ionic Conduction in a Block Copolymer: Application in Lithium Battery Electrodes,Anna E. Javier,https://openalex.org/A5091040126,Lawrence Berkeley National Laboratory,"['Department of Chemical Engineering, University of California at Berkeley, Berkeley, CA 94720 (USA)', 'Environmental Energy Technologies Division, Lawrence Berkeley National Laboratory (LBNL), Berkeley, CA 94720 (USA)']"
https://openalex.org/W3117664348,https://openalex.org/W2252926782,Ultrafast decoherence dynamics govern photocarrier generation efficiencies in polymer solar cells,Eleonora Vella,https://openalex.org/A5039522745,Regroupement Québécois sur les Matériaux de Pointe,"['Department of Physics and Regroupement québécois sur les matériaux de pointe, Université de Montréal, C.P. 6128, Succursale centre-ville, Montréal, H3C 3J7, Canada']"
https://openalex.org/W3117664348,https://openalex.org/W2315814813,Role of confinement and aggregation in charge transport in semicrystalline polythiophene thin films,Duc T. Duong,https://openalex.org/A5042854247,Stanford University,"['Department of Materials Science and Engineering, Stanford University, Stanford, California 94305, USA']"
https://openalex.org/W3117664348,https://openalex.org/W2319820076,Characterization of the Polymer Energy Landscape in Polymer:Fullerene Bulk Heterojunctions with Pure and Mixed Phases,Sean Sweetnam,https://openalex.org/A5020864770,Stanford University,"['Materials\rScience and Engineering Department, Stanford University, Stanford, California 94305-4034, United States']"
https://openalex.org/W3117664348,https://openalex.org/W2321831642,Optical measurement of doping efficiency in poly(3-hexylthiophene) solutions and thin films,Chenchen Wang,https://openalex.org/A5100363978,Stanford University,"['Department of Applied Physics, Stanford University, Stanford, California 94305, USA']"
https://openalex.org/W3117664348,https://openalex.org/W2331068783,The Nature of In-Plane Skeleton Raman Modes of P3HT and Their Correlation to the Degree of Molecular Order in P3HT:PCBM Blend Thin Films,Wing Chung Tsoi,https://openalex.org/A5049956167,Imperial College London,"['Department of Physics and Centre for Plastic Electronics, Imperial College London, London SW7\u20092AZ, United Kingdom', 'National Physical Laboratory (NPL), Teddington, Middlesex TW11\u20090LW, United Kingdom']"
https://openalex.org/W3117664348,https://openalex.org/W2335393164,"Oligoethylene-Glycol-Functionalized Polyoxythiophenes for Cell Engineering: Syntheses, Characterizations, and Cell Compatibilities",Haichao Zhao,https://openalex.org/A5091292878,RIKEN Advanced Science Institute,"['Yu Initiative Research Unit, RIKEN Advanced Science Institute, 2-1 Hirosawa, Wako, Saitama 351-0198,\rJapan']"
https://openalex.org/W3117664348,https://openalex.org/W2336569366,Structural control of mixed ionic and electronic transport in conducting polymers,Jonathan Rivnay,https://openalex.org/A5066036682,Mines Saint-Étienne,"['Department of Bioelectronics, Ecole Nationale Supérieure des Mines, CMP-EMSE, MOC, Gardanne, 13541, France']"
https://openalex.org/W3117664348,https://openalex.org/W2464811097,Organic Bioelectronics: Bridging the Signaling Gap between Biology and Technology,Daniel T. Simon,https://openalex.org/A5017161153,Linköping University,"['Laboratory\rof Organic Electronics, Department of Science and Technology, Linköping University, 60174 Norrköping, Sweden']"
https://openalex.org/W3117664348,https://openalex.org/W2490309669,Conducting Polymers for Pseudocapacitive Energy Storage,Aimee M. Bryan,https://openalex.org/A5089290208,Washington University in St. Louis,"['Department\rof Chemistry, Washington University in St. Louis, St. Louis, Missouri 63130, United States']"
https://openalex.org/W3117664348,https://openalex.org/W2530175031,Controlling the mode of operation of organic transistors through side-chain engineering,Alexander Giovannitti,https://openalex.org/A5072114407,Imperial College London,"['Department of Chemistry and Centre for Plastic Electronics, Imperial College London, London SW7 2AZ, United Kingdom;']"
https://openalex.org/W3117664348,https://openalex.org/W2607738424,Excitonic coupling dominates the homogeneous photoluminescence excitation linewidth in semicrystalline polymeric semiconductors,Pascal Grégoire,https://openalex.org/A5090176524,Regroupement Québécois sur les Matériaux de Pointe,"['Département de Physique and Regroupement québécois sur les matériaux de pointe, Université de Montréal, Case Postale 6128, succursale Centre-ville, Montréal H3C 3J7, Canada']"
https://openalex.org/W3117664348,https://openalex.org/W2626620820,Electrochemical strain microscopy probes morphology-induced variations in ion uptake and performance in organic electrochemical transistors,Rajiv Giridharagopal,https://openalex.org/A5061053574,University of Washington,"['Department of Chemistry, University of Washington, Seattle, Washington 98195, USA']"
https://openalex.org/W3117664348,https://openalex.org/W2738297906,Impact of Organic Semiconductor Microstructure on Transport: Basic Concepts,Alberto Salleo,https://openalex.org/A5075568011,Stanford University,"['Department of Materials Science and Engineering, Stanford University, Stanford CA 94305, USA']"
https://openalex.org/W3117664348,https://openalex.org/W2767417486,"Flexible, aqueous-electrolyte supercapacitors based on water-processable dioxythiophene polymer/carbon nanotube textile electrodes",Augustus W. Lang,https://openalex.org/A5081333048,AID Atlanta,"['Atlanta', 'Georgia Institute of Technology', 'School of Materials Science and Engineering, Georgia Institute of Technology, Atlanta, Georgia, USA', 'USA']"
https://openalex.org/W3117664348,https://openalex.org/W2787602475,"Thermoelectric Properties of Poly(3-hexylthiophene) (P3HT) Doped with 2,3,5,6-Tetrafluoro-7,7,8,8-tetracyanoquinodimethane (F<sub>4</sub>TCNQ) by Vapor-Phase Infiltration",Eunhee Lim,https://openalex.org/A5101996865,"University of California, Santa Barbara","['Materials\rDepartment, University of California, Santa Barbara, California 93106, United States']"
https://openalex.org/W3117664348,https://openalex.org/W2800128614,The Photophysics of Polythiophene Nanoparticles for Biological Applications,Ilaria Bargigia,https://openalex.org/A5084084531,Center for Nano Science and Technology,"['Center for Nano Science and Technology @Polimi, Istituto Italiano di Tecnologia, via Pascoli 70/3, 20133 Milano, Italy']"
https://openalex.org/W3117664348,https://openalex.org/W2884871524,Active Materials for Organic Electrochemical Transistors,Erica Zeglio,https://openalex.org/A5036184776,ARC Centre of Excellence for Electromaterials Science,"['Intelligent Polymer Research Institute, ARC Centre of Excellence for Electromaterials Science, AIIM Facility, Innovation Campus, University of Wollongong, Wollongong, NSW, 2522 Australia']"
https://openalex.org/W3117664348,https://openalex.org/W2891358078,X‐Ray Scattering Reveals Ion‐Induced Microstructural Changes During Electrochemical Gating of Poly(3‐Hexylthiophene),Elayne M. Thomas,https://openalex.org/A5001401098,"University of California, Santa Barbara",['Materials Department University of California Santa Barbara Santa Barbara CA 93106 USA']
